Γ,Jₚ,Jₕ
0.0,-1.6166931845122423e-14,-9.076472423281534e-15
0.02631578947368421,0.002353433404193724,0.0002668417692320562
0.05263157894736842,0.004403936081655566,0.00045387159846202425
0.07894736842105263,0.006191604041587644,0.0005810215245759274
0.10526315789473684,0.007751586439563394,0.0006633038480198137
0.13157894736842105,0.009114447075143731,0.0007120593893613452
0.15789473684210525,0.01030663116605698,0.0007358800975987305
0.18421052631578946,0.011350955294788941,0.000741292856342161
0.21052631578947367,0.012267077476761395,0.0007332674042612622
0.23684210526315788,0.01307192615461749,0.0007155941881318585
0.2631578947368421,0.013780080311264422,0.0006911659669333864
0.2894736842105263,0.014404100605537247,0.0006621883775013359
0.3157894736842105,0.01495481532540456,0.0006303382694016578
0.34210526315789475,0.015441566379188127,0.0005968837078434903
0.3684210526315789,0.015872420593482633,0.0005627757623625362
0.39473684210526316,0.016254351053389758,0.0005287193514427217
0.42105263157894735,0.0165933925724399,0.0004952283408521622
0.4473684210526316,0.016894774810572773,0.00046266863347508446
0.47368421052631576,0.01716303610211108,0.00043129198008526375
0.5,0.017402120685542734,0.00040126254652996836
