ΔV,μϵ_W,η_ηc,P_w2
-0.05189873417721519,0.6708860759493671,0.0,0.0
-0.05189873417721519,0.6455696202531646,0.0,0.0
-0.05189873417721519,0.620253164556962,0.0,0.0
-0.05189873417721519,0.5949367088607594,0.0,0.0
-0.05189873417721519,0.569620253164557,0.0,0.0
-0.05189873417721519,0.5443037974683544,0.0,0.0
-0.05189873417721519,0.5189873417721519,0.0,0.0
-0.05189873417721519,0.4936708860759494,0.0,0.0
-0.05189873417721519,0.46835443037974683,0.0,0.0
-0.05189873417721519,0.4430379746835443,0.0,0.0
-0.05189873417721519,0.4177215189873418,0.0,0.0
-0.05189873417721519,0.3924050632911392,0.0,0.0
-0.05189873417721519,0.3670886075949367,0.0,0.0
-0.05189873417721519,0.34177215189873417,0.0,0.0
-0.05189873417721519,0.31645569620253167,0.0,0.0
-0.05189873417721519,0.2911392405063291,0.0,0.0
-0.05189873417721519,0.26582278481012656,0.0,0.0
-0.05189873417721519,0.24050632911392406,0.0,0.0
-0.05189873417721519,0.21518987341772153,0.0,0.0
-0.05189873417721519,0.189873417721519,0.0,0.0
-0.05189873417721519,0.16455696202531644,0.0,0.0
-0.05189873417721519,0.13924050632911392,0.0,0.0
-0.05189873417721519,0.11392405063291139,0.0,0.0
-0.05189873417721519,0.08860759493670886,0.0,0.0
-0.05189873417721519,0.06329113924050633,0.0,0.0
-0.05189873417721519,0.0379746835443038,0.0,0.0
-0.05189873417721519,0.012658227848101266,0.0,0.0
-0.05189873417721519,-0.012658227848101266,0.0,0.0
-0.05189873417721519,-0.0379746835443038,0.0,0.0
-0.05189873417721519,-0.06329113924050633,0.0,0.0
-0.05189873417721519,-0.08860759493670886,0.0,0.0
-0.05189873417721519,-0.11392405063291139,0.0,0.0
-0.05189873417721519,-0.13924050632911392,0.0,0.0
-0.05189873417721519,-0.16455696202531644,0.0,0.0
-0.05189873417721519,-0.189873417721519,0.0,0.0
-0.05189873417721519,-0.21518987341772153,0.0,0.0
-0.05189873417721519,-0.24050632911392406,0.0,0.0
-0.05189873417721519,-0.26582278481012656,0.0,0.0
-0.05189873417721519,-0.2911392405063291,0.0,0.0
-0.05189873417721519,-0.31645569620253167,0.0,0.0
-0.05189873417721519,-0.34177215189873417,0.0,0.0
-0.05189873417721519,-0.3670886075949367,0.0,0.0
-0.05189873417721519,-0.3924050632911392,0.0,0.0
-0.05189873417721519,-0.4177215189873418,0.0,0.0
-0.05189873417721519,-0.4430379746835443,0.0,0.0
-0.05189873417721519,-0.46835443037974683,0.0,0.0
-0.05189873417721519,-0.4936708860759494,0.0,0.0
-0.05189873417721519,-0.5189873417721519,0.0,0.0
-0.05189873417721519,-0.5443037974683544,0.0,0.0
-0.05189873417721519,-0.569620253164557,0.0,0.0
-0.05189873417721519,-0.5949367088607594,0.0,0.0
-0.05189873417721519,-0.620253164556962,0.0,0.0
-0.05189873417721519,-0.6455696202531646,0.0,0.0
-0.05189873417721519,-0.6708860759493671,0.0,0.0
-0.05189873417721519,-0.6962025316455697,0.0,0.0
-0.05189873417721519,-0.7215189873417721,0.0,0.0
-0.05189873417721519,-0.7468354430379747,0.0,0.0
-0.05189873417721519,-0.7721518987341772,0.0,0.0
-0.05189873417721519,-0.7974683544303798,0.0,0.0
-0.05189873417721519,-0.8227848101265823,0.0,0.0
-0.05189873417721519,-0.8481012658227848,0.0,0.0
-0.05189873417721519,-0.8734177215189873,0.0,0.0
-0.05189873417721519,-0.8987341772151899,0.0,0.0
-0.05189873417721519,-0.9240506329113924,0.0,0.0
-0.05189873417721519,-0.9493670886075949,0.0,0.0
-0.05189873417721519,-0.9746835443037974,0.0,0.0
-0.05189873417721519,-1.0,0.0,0.0
-0.049367088607594936,1.0,0.0,0.0
-0.049367088607594936,0.9746835443037974,0.0,0.0
-0.049367088607594936,0.9493670886075949,0.0,0.0
-0.049367088607594936,0.9240506329113924,0.0,0.0
-0.049367088607594936,0.8987341772151899,0.0,0.0
-0.049367088607594936,0.8734177215189873,0.0,0.0
-0.049367088607594936,0.8481012658227848,0.0,0.0
-0.049367088607594936,0.8227848101265823,0.0,0.0
-0.049367088607594936,0.7974683544303798,0.0,0.0
-0.049367088607594936,0.7721518987341772,0.0,0.0
-0.049367088607594936,0.7468354430379747,0.0,0.0
-0.049367088607594936,0.7215189873417721,0.0,0.0
-0.049367088607594936,0.6962025316455697,0.0,0.0
-0.049367088607594936,0.6708860759493671,0.0,0.0
-0.049367088607594936,0.6455696202531646,0.0,0.0
-0.049367088607594936,0.620253164556962,0.0,0.0
-0.049367088607594936,0.5949367088607594,0.0,0.0
-0.049367088607594936,0.569620253164557,0.0,0.0
-0.049367088607594936,0.5443037974683544,0.0,0.0
-0.049367088607594936,0.5189873417721519,0.0,0.0
-0.049367088607594936,0.4936708860759494,0.0,0.0
-0.049367088607594936,0.46835443037974683,0.0,0.0
-0.049367088607594936,0.4430379746835443,0.0,0.0
-0.049367088607594936,0.4177215189873418,0.0,0.0
-0.049367088607594936,0.3924050632911392,0.0,0.0
-0.049367088607594936,0.3670886075949367,0.0,0.0
-0.049367088607594936,0.34177215189873417,0.0,0.0
-0.049367088607594936,0.31645569620253167,0.0,0.0
-0.049367088607594936,0.2911392405063291,0.0,0.0
-0.049367088607594936,0.26582278481012656,0.0,0.0
-0.049367088607594936,0.24050632911392406,0.0,0.0
-0.049367088607594936,0.21518987341772153,0.0,0.0
-0.049367088607594936,0.189873417721519,0.0,0.0
-0.049367088607594936,0.16455696202531644,0.0,0.0
-0.049367088607594936,0.13924050632911392,0.0,0.0
-0.049367088607594936,0.11392405063291139,0.0,0.0
-0.049367088607594936,0.08860759493670886,0.0,0.0
-0.049367088607594936,0.06329113924050633,0.0,0.0
-0.049367088607594936,0.0379746835443038,0.0,0.0
-0.049367088607594936,0.012658227848101266,0.0,0.0
-0.049367088607594936,-0.012658227848101266,0.0,0.0
-0.049367088607594936,-0.0379746835443038,0.0,0.0
-0.049367088607594936,-0.06329113924050633,0.0,0.0
-0.049367088607594936,-0.08860759493670886,0.0,0.0
-0.049367088607594936,-0.11392405063291139,0.0,0.0
-0.049367088607594936,-0.13924050632911392,0.0,0.0
-0.049367088607594936,-0.16455696202531644,0.0,0.0
-0.049367088607594936,-0.189873417721519,0.0,0.0
-0.049367088607594936,-0.21518987341772153,0.0,0.0
-0.049367088607594936,-0.24050632911392406,0.0,0.0
-0.049367088607594936,-0.26582278481012656,0.0,0.0
-0.049367088607594936,-0.2911392405063291,0.0,0.0
-0.049367088607594936,-0.31645569620253167,0.0,0.0
-0.049367088607594936,-0.34177215189873417,0.0,0.0
-0.049367088607594936,-0.3670886075949367,0.0,0.0
-0.049367088607594936,-0.3924050632911392,0.0,0.0
-0.049367088607594936,-0.4177215189873418,0.0,0.0
-0.049367088607594936,-0.4430379746835443,0.0,0.0
-0.049367088607594936,-0.46835443037974683,0.0,0.0
-0.049367088607594936,-0.4936708860759494,0.0,0.0
-0.049367088607594936,-0.5189873417721519,0.0,0.0
-0.049367088607594936,-0.5443037974683544,0.0,0.0
-0.049367088607594936,-0.569620253164557,0.0,0.0
-0.049367088607594936,-0.5949367088607594,0.0,0.0
-0.049367088607594936,-0.620253164556962,0.0,0.0
-0.049367088607594936,-0.6455696202531646,0.0,0.0
-0.049367088607594936,-0.6708860759493671,0.0,0.0
-0.049367088607594936,-0.6962025316455697,0.0,0.0
-0.049367088607594936,-0.7215189873417721,0.0,0.0
-0.049367088607594936,-0.7468354430379747,0.0,0.0
-0.049367088607594936,-0.7721518987341772,0.0,0.0
-0.049367088607594936,-0.7974683544303798,0.0,0.0
-0.049367088607594936,-0.8227848101265823,0.0,0.0
-0.049367088607594936,-0.8481012658227848,0.0,0.0
-0.049367088607594936,-0.8734177215189873,0.0,0.0
-0.049367088607594936,-0.8987341772151899,0.0,0.0
-0.049367088607594936,-0.9240506329113924,0.0,0.0
-0.049367088607594936,-0.9493670886075949,0.0,0.0
-0.049367088607594936,-0.9746835443037974,0.0,0.0
-0.049367088607594936,-1.0,0.0,0.0
-0.04683544303797468,1.0,0.0,0.0
-0.04683544303797468,0.9746835443037974,0.0,0.0
-0.04683544303797468,0.9493670886075949,0.0,0.0
-0.04683544303797468,0.9240506329113924,0.0,0.0
-0.04683544303797468,0.8987341772151899,0.0,0.0
-0.04683544303797468,0.8734177215189873,0.0,0.0
-0.04683544303797468,0.8481012658227848,0.0,0.0
-0.04683544303797468,0.8227848101265823,0.0,0.0
-0.04683544303797468,0.7974683544303798,0.0,0.0
-0.04683544303797468,0.7721518987341772,0.0,0.0
-0.04683544303797468,0.7468354430379747,0.0,0.0
-0.04683544303797468,0.7215189873417721,0.0,0.0
-0.04683544303797468,0.6962025316455697,0.0,0.0
-0.04683544303797468,0.6708860759493671,0.0,0.0
-0.04683544303797468,0.6455696202531646,0.0,0.0
-0.04683544303797468,0.620253164556962,0.0,0.0
-0.04683544303797468,0.5949367088607594,0.0,0.0
-0.04683544303797468,0.569620253164557,0.0,0.0
-0.04683544303797468,0.5443037974683544,0.0,0.0
-0.04683544303797468,0.5189873417721519,0.0,0.0
-0.04683544303797468,0.4936708860759494,0.0,0.0
-0.04683544303797468,0.46835443037974683,0.0,0.0
-0.04683544303797468,0.4430379746835443,0.0,0.0
-0.04683544303797468,0.4177215189873418,0.0,0.0
-0.04683544303797468,0.3924050632911392,0.0,0.0
-0.04683544303797468,0.3670886075949367,0.0,0.0
-0.04683544303797468,0.34177215189873417,0.0,0.0
-0.04683544303797468,0.31645569620253167,0.0,0.0
-0.04683544303797468,0.2911392405063291,0.0,0.0
-0.04683544303797468,0.26582278481012656,0.0,0.0
-0.04683544303797468,0.24050632911392406,0.0,0.0
-0.04683544303797468,0.21518987341772153,0.0,0.0
-0.04683544303797468,0.189873417721519,0.0,0.0
-0.04683544303797468,0.16455696202531644,0.0,0.0
-0.04683544303797468,0.13924050632911392,0.0,0.0
-0.04683544303797468,0.11392405063291139,0.0,0.0
-0.04683544303797468,0.08860759493670886,0.0,0.0
-0.04683544303797468,0.06329113924050633,0.0,0.0
-0.04683544303797468,0.0379746835443038,0.0,0.0
-0.04683544303797468,0.012658227848101266,0.0,0.0
-0.04683544303797468,-0.012658227848101266,0.0,0.0
-0.04683544303797468,-0.0379746835443038,0.0,0.0
-0.04683544303797468,-0.06329113924050633,0.0,0.0
-0.04683544303797468,-0.08860759493670886,0.0,0.0
-0.04683544303797468,-0.11392405063291139,0.0,0.0
-0.04683544303797468,-0.13924050632911392,0.0,0.0
-0.04683544303797468,-0.16455696202531644,0.0,0.0
-0.04683544303797468,-0.189873417721519,0.0,0.0
-0.04683544303797468,-0.21518987341772153,0.0,0.0
-0.04683544303797468,-0.24050632911392406,0.0,0.0
-0.04683544303797468,-0.26582278481012656,0.0,0.0
-0.04683544303797468,-0.2911392405063291,0.0,0.0
-0.04683544303797468,-0.31645569620253167,0.0,0.0
-0.04683544303797468,-0.34177215189873417,0.0,0.0
-0.04683544303797468,-0.3670886075949367,0.0,0.0
-0.04683544303797468,-0.3924050632911392,0.0,0.0
-0.04683544303797468,-0.4177215189873418,0.0,0.0
-0.04683544303797468,-0.4430379746835443,0.0,0.0
-0.04683544303797468,-0.46835443037974683,0.0,0.0
-0.04683544303797468,-0.4936708860759494,0.0,0.0
-0.04683544303797468,-0.5189873417721519,0.0,0.0
-0.04683544303797468,-0.5443037974683544,0.0,0.0
-0.04683544303797468,-0.569620253164557,0.0,0.0
-0.04683544303797468,-0.5949367088607594,0.0,0.0
-0.04683544303797468,-0.620253164556962,0.0,0.0
-0.04683544303797468,-0.6455696202531646,0.0,0.0
-0.04683544303797468,-0.6708860759493671,0.023188458589521337,3.6017153186722507e-9
-0.04683544303797468,-0.6962025316455697,0.09344529525738351,1.5553238368749332e-8
-0.04683544303797468,-0.7215189873417721,0.063980396963186,9.800615911418995e-9
-0.04683544303797468,-0.7468354430379747,0.09988127700748492,1.5750280915177994e-8
-0.04683544303797468,-0.7721518987341772,0.04450601197284608,6.176677866812473e-9
-0.04683544303797468,-0.7974683544303798,0.054578917950813245,7.478280106652796e-9
-0.04683544303797468,-0.8227848101265823,0.0,0.0
-0.04683544303797468,-0.8481012658227848,0.0,0.0
-0.04683544303797468,-0.8734177215189873,0.0,0.0
-0.04683544303797468,-0.8987341772151899,0.0,0.0
-0.04683544303797468,-0.9240506329113924,0.0,0.0
-0.04683544303797468,-0.9493670886075949,0.0,0.0
-0.04683544303797468,-0.9746835443037974,0.0,0.0
-0.04683544303797468,-1.0,0.0,0.0
-0.04430379746835443,1.0,0.0,0.0
-0.04430379746835443,0.9746835443037974,0.0,0.0
-0.04430379746835443,0.9493670886075949,0.0,0.0
-0.04430379746835443,0.9240506329113924,0.0,0.0
-0.04430379746835443,0.8987341772151899,0.0,0.0
-0.04430379746835443,0.8734177215189873,0.0,0.0
-0.04430379746835443,0.8481012658227848,0.0,0.0
-0.04430379746835443,0.8227848101265823,0.0,0.0
-0.04430379746835443,0.7974683544303798,0.0,0.0
-0.04430379746835443,0.7721518987341772,0.0,0.0
-0.04430379746835443,0.7468354430379747,0.0,0.0
-0.04430379746835443,0.7215189873417721,0.0,0.0
-0.04430379746835443,0.6962025316455697,0.0,0.0
-0.04430379746835443,0.6708860759493671,0.0,0.0
-0.04430379746835443,0.6455696202531646,0.0,0.0
-0.04430379746835443,0.620253164556962,0.0,0.0
-0.04430379746835443,0.5949367088607594,0.0,0.0
-0.04430379746835443,0.569620253164557,0.0,0.0
-0.04430379746835443,0.5443037974683544,0.0,0.0
-0.04430379746835443,0.5189873417721519,0.0,0.0
-0.04430379746835443,0.4936708860759494,0.0,0.0
-0.04430379746835443,0.46835443037974683,0.0,0.0
-0.04430379746835443,0.4430379746835443,0.0,0.0
-0.04430379746835443,0.4177215189873418,0.0,0.0
-0.04430379746835443,0.3924050632911392,0.0,0.0
-0.04430379746835443,0.3670886075949367,0.0,0.0
-0.04430379746835443,0.34177215189873417,0.0,0.0
-0.04430379746835443,0.31645569620253167,0.0,0.0
-0.04430379746835443,0.2911392405063291,0.0,0.0
-0.04430379746835443,0.26582278481012656,0.0,0.0
-0.04430379746835443,0.24050632911392406,0.0,0.0
-0.04430379746835443,0.21518987341772153,0.0,0.0
-0.04430379746835443,0.189873417721519,0.0,0.0
-0.04430379746835443,0.16455696202531644,0.0,0.0
-0.04430379746835443,0.13924050632911392,0.0,0.0
-0.04430379746835443,0.11392405063291139,0.0,0.0
-0.04430379746835443,0.08860759493670886,0.0,0.0
-0.04430379746835443,0.06329113924050633,0.0,0.0
-0.04430379746835443,0.0379746835443038,0.0,0.0
-0.04430379746835443,0.012658227848101266,0.0,0.0
-0.04430379746835443,-0.012658227848101266,0.0,0.0
-0.04430379746835443,-0.0379746835443038,0.0,0.0
-0.04430379746835443,-0.06329113924050633,0.0,0.0
-0.04430379746835443,-0.08860759493670886,0.0,0.0
-0.04430379746835443,-0.11392405063291139,0.0,0.0
-0.04430379746835443,-0.13924050632911392,0.0,0.0
-0.04430379746835443,-0.16455696202531644,0.0,0.0
-0.04430379746835443,-0.189873417721519,0.0,0.0
-0.04430379746835443,-0.21518987341772153,0.0,0.0
-0.04430379746835443,-0.24050632911392406,0.0,0.0
-0.04430379746835443,-0.26582278481012656,0.0,0.0
-0.04430379746835443,-0.2911392405063291,0.0,0.0
-0.04430379746835443,-0.31645569620253167,0.0,0.0
-0.04430379746835443,-0.34177215189873417,0.0,0.0
-0.04430379746835443,-0.3670886075949367,0.0,0.0
-0.04430379746835443,-0.3924050632911392,0.0,0.0
-0.04430379746835443,-0.4177215189873418,0.0,0.0
-0.04430379746835443,-0.4430379746835443,0.0,0.0
-0.04430379746835443,-0.46835443037974683,0.0,0.0
-0.04430379746835443,-0.4936708860759494,0.0,0.0
-0.04430379746835443,-0.5189873417721519,0.0,0.0
-0.04430379746835443,-0.5443037974683544,0.0,0.0
-0.04430379746835443,-0.569620253164557,0.0,0.0
-0.04430379746835443,-0.5949367088607594,0.06206822861299375,1.0872888316461764e-8
-0.04430379746835443,-0.620253164556962,0.1687340622146682,3.340654941401563e-8
-0.04430379746835443,-0.6455696202531646,0.21467654301733932,4.486183415685232e-8
-0.04430379746835443,-0.6708860759493671,0.21584590163685372,4.395458913757958e-8
-0.04430379746835443,-0.6962025316455697,0.23971656422723323,5.0330201650733845e-8
-0.04430379746835443,-0.7215189873417721,0.20689490264094273,3.9418429150390525e-8
-0.04430379746835443,-0.7468354430379747,0.21741125633712602,4.164682187791668e-8
-0.04430379746835443,-0.7721518987341772,0.170476877835204,2.8616494403881338e-8
-0.04430379746835443,-0.7974683544303798,0.1672543182115807,2.731456729418486e-8
-0.04430379746835443,-0.8227848101265823,0.11779566012026817,1.6782806755537808e-8
-0.04430379746835443,-0.8481012658227848,0.08679820845919914,1.1302240013665899e-8
-0.04430379746835443,-0.8734177215189873,0.05306966897034946,6.270151675787536e-9
-0.04430379746835443,-0.8987341772151899,0.0,0.0
-0.04430379746835443,-0.9240506329113924,0.0,0.0
-0.04430379746835443,-0.9493670886075949,0.0,0.0
-0.04430379746835443,-0.9746835443037974,0.0,0.0
-0.04430379746835443,-1.0,0.0,0.0
-0.04177215189873418,1.0,0.0,0.0
-0.04177215189873418,0.9746835443037974,0.0,0.0
-0.04177215189873418,0.9493670886075949,0.0,0.0
-0.04177215189873418,0.9240506329113924,0.0,0.0
-0.04177215189873418,0.8987341772151899,0.0,0.0
-0.04177215189873418,0.8734177215189873,0.0,0.0
-0.04177215189873418,0.8481012658227848,0.0,0.0
-0.04177215189873418,0.8227848101265823,0.0,0.0
-0.04177215189873418,0.7974683544303798,0.0,0.0
-0.04177215189873418,0.7721518987341772,0.0,0.0
-0.04177215189873418,0.7468354430379747,0.0,0.0
-0.04177215189873418,0.7215189873417721,0.0,0.0
-0.04177215189873418,0.6962025316455697,0.0,0.0
-0.04177215189873418,0.6708860759493671,0.0,0.0
-0.04177215189873418,0.6455696202531646,0.0,0.0
-0.04177215189873418,0.620253164556962,0.0,0.0
-0.04177215189873418,0.5949367088607594,0.0,0.0
-0.04177215189873418,0.569620253164557,0.0,0.0
-0.04177215189873418,0.5443037974683544,0.0,0.0
-0.04177215189873418,0.5189873417721519,0.0,0.0
-0.04177215189873418,0.4936708860759494,0.0,0.0
-0.04177215189873418,0.46835443037974683,0.0,0.0
-0.04177215189873418,0.4430379746835443,0.0,0.0
-0.04177215189873418,0.4177215189873418,0.0,0.0
-0.04177215189873418,0.3924050632911392,0.0,0.0
-0.04177215189873418,0.3670886075949367,0.0,0.0
-0.04177215189873418,0.34177215189873417,0.0,0.0
-0.04177215189873418,0.31645569620253167,0.0,0.0
-0.04177215189873418,0.2911392405063291,0.0,0.0
-0.04177215189873418,0.26582278481012656,0.0,0.0
-0.04177215189873418,0.24050632911392406,0.0,0.0
-0.04177215189873418,0.21518987341772153,0.0,0.0
-0.04177215189873418,0.189873417721519,0.0,0.0
-0.04177215189873418,0.16455696202531644,0.0,0.0
-0.04177215189873418,0.13924050632911392,0.0,0.0
-0.04177215189873418,0.11392405063291139,0.0,0.0
-0.04177215189873418,0.08860759493670886,0.0,0.0
-0.04177215189873418,0.06329113924050633,0.0,0.0
-0.04177215189873418,0.0379746835443038,0.0,0.0
-0.04177215189873418,0.012658227848101266,0.0,0.0
-0.04177215189873418,-0.012658227848101266,0.0,0.0
-0.04177215189873418,-0.0379746835443038,0.0,0.0
-0.04177215189873418,-0.06329113924050633,0.0,0.0
-0.04177215189873418,-0.08860759493670886,0.0,0.0
-0.04177215189873418,-0.11392405063291139,0.0,0.0
-0.04177215189873418,-0.13924050632911392,0.0,0.0
-0.04177215189873418,-0.16455696202531644,0.0,0.0
-0.04177215189873418,-0.189873417721519,0.0,0.0
-0.04177215189873418,-0.21518987341772153,0.0,0.0
-0.04177215189873418,-0.24050632911392406,0.0,0.0
-0.04177215189873418,-0.26582278481012656,0.0,0.0
-0.04177215189873418,-0.2911392405063291,0.0,0.0
-0.04177215189873418,-0.31645569620253167,0.0,0.0
-0.04177215189873418,-0.34177215189873417,0.0,0.0
-0.04177215189873418,-0.3670886075949367,0.0,0.0
-0.04177215189873418,-0.3924050632911392,0.0,0.0
-0.04177215189873418,-0.4177215189873418,0.0,0.0
-0.04177215189873418,-0.4430379746835443,0.0,0.0
-0.04177215189873418,-0.46835443037974683,0.0,0.0
-0.04177215189873418,-0.4936708860759494,0.0,0.0
-0.04177215189873418,-0.5189873417721519,0.0,0.0
-0.04177215189873418,-0.5443037974683544,0.07182652983494384,1.3108193020747542e-8
-0.04177215189873418,-0.569620253164557,0.24835569120449633,5.776922632987663e-8
-0.04177215189873418,-0.5949367088607594,0.28550641871225824,6.976674596568587e-8
-0.04177215189873418,-0.620253164556962,0.32098389854842757,8.361021740700572e-8
-0.04177215189873418,-0.6455696202531646,0.3297510450002764,8.710863240131103e-8
-0.04177215189873418,-0.6708860759493671,0.31646416425669155,7.966315144653047e-8
-0.04177215189873418,-0.6962025316455697,0.3199244820708216,8.102952754964287e-8
-0.04177215189873418,-0.7215189873417721,0.28803372977505615,6.558617693886116e-8
-0.04177215189873418,-0.7468354430379747,0.28623453820712896,6.448374452416885e-8
-0.04177215189873418,-0.7721518987341772,0.24617505925742203,4.8452102657376065e-8
-0.04177215189873418,-0.7974683544303798,0.2366079035227915,4.4837244651916345e-8
-0.04177215189873418,-0.8227848101265823,0.19572337029282777,3.235185862600262e-8
-0.04177215189873418,-0.8481012658227848,0.16759705791751728,2.522459192244486e-8
-0.04177215189873418,-0.8734177215189873,0.13850218915332774,1.8890136113765574e-8
-0.04177215189873418,-0.8987341772151899,0.07190329562017203,8.128290544743721e-9
-0.04177215189873418,-0.9240506329113924,0.05953849793824171,6.388652481692364e-9
-0.04177215189873418,-0.9493670886075949,0.0,0.0
-0.04177215189873418,-0.9746835443037974,0.0,0.0
-0.04177215189873418,-1.0,0.0,0.0
-0.039240506329113925,1.0,0.0,0.0
-0.039240506329113925,0.9746835443037974,0.0,0.0
-0.039240506329113925,0.9493670886075949,0.0,0.0
-0.039240506329113925,0.9240506329113924,0.0,0.0
-0.039240506329113925,0.8987341772151899,0.0,0.0
-0.039240506329113925,0.8734177215189873,0.0,0.0
-0.039240506329113925,0.8481012658227848,0.0,0.0
-0.039240506329113925,0.8227848101265823,0.0,0.0
-0.039240506329113925,0.7974683544303798,0.0,0.0
-0.039240506329113925,0.7721518987341772,0.0,0.0
-0.039240506329113925,0.7468354430379747,0.0,0.0
-0.039240506329113925,0.7215189873417721,0.0,0.0
-0.039240506329113925,0.6962025316455697,0.0,0.0
-0.039240506329113925,0.6708860759493671,0.0,0.0
-0.039240506329113925,0.6455696202531646,0.0,0.0
-0.039240506329113925,0.620253164556962,0.0,0.0
-0.039240506329113925,0.5949367088607594,0.0,0.0
-0.039240506329113925,0.569620253164557,0.0,0.0
-0.039240506329113925,0.5443037974683544,0.0,0.0
-0.039240506329113925,0.5189873417721519,0.0,0.0
-0.039240506329113925,0.4936708860759494,0.0,0.0
-0.039240506329113925,0.46835443037974683,0.0,0.0
-0.039240506329113925,0.4430379746835443,0.0,0.0
-0.039240506329113925,0.4177215189873418,0.0,0.0
-0.039240506329113925,0.3924050632911392,0.0,0.0
-0.039240506329113925,0.3670886075949367,0.0,0.0
-0.039240506329113925,0.34177215189873417,0.0,0.0
-0.039240506329113925,0.31645569620253167,0.0,0.0
-0.039240506329113925,0.2911392405063291,0.0,0.0
-0.039240506329113925,0.26582278481012656,0.0,0.0
-0.039240506329113925,0.24050632911392406,0.0,0.0
-0.039240506329113925,0.21518987341772153,0.0,0.0
-0.039240506329113925,0.189873417721519,0.0,0.0
-0.039240506329113925,0.16455696202531644,0.0,0.0
-0.039240506329113925,0.13924050632911392,0.0,0.0
-0.039240506329113925,0.11392405063291139,0.0,0.0
-0.039240506329113925,0.08860759493670886,0.0,0.0
-0.039240506329113925,0.06329113924050633,0.0,0.0
-0.039240506329113925,0.0379746835443038,0.0,0.0
-0.039240506329113925,0.012658227848101266,0.0,0.0
-0.039240506329113925,-0.012658227848101266,0.0,0.0
-0.039240506329113925,-0.0379746835443038,0.0,0.0
-0.039240506329113925,-0.06329113924050633,0.0,0.0
-0.039240506329113925,-0.08860759493670886,0.0,0.0
-0.039240506329113925,-0.11392405063291139,0.0,0.0
-0.039240506329113925,-0.13924050632911392,0.0,0.0
-0.039240506329113925,-0.16455696202531644,0.0,0.0
-0.039240506329113925,-0.189873417721519,0.0,0.0
-0.039240506329113925,-0.21518987341772153,0.0,0.0
-0.039240506329113925,-0.24050632911392406,0.0,0.0
-0.039240506329113925,-0.26582278481012656,0.0,0.0
-0.039240506329113925,-0.2911392405063291,0.0,0.0
-0.039240506329113925,-0.31645569620253167,0.0,0.0
-0.039240506329113925,-0.34177215189873417,0.0,0.0
-0.039240506329113925,-0.3670886075949367,0.0,0.0
-0.039240506329113925,-0.3924050632911392,0.0,0.0
-0.039240506329113925,-0.4177215189873418,0.0,0.0
-0.039240506329113925,-0.4430379746835443,0.0,0.0
-0.039240506329113925,-0.46835443037974683,0.0,0.0
-0.039240506329113925,-0.4936708860759494,0.10656612048545296,2.094021521420104e-8
-0.039240506329113925,-0.5189873417721519,0.17581119862528477,3.6696566004290687e-8
-0.039240506329113925,-0.5443037974683544,0.32218958587508584,8.610839837616064e-8
-0.039240506329113925,-0.569620253164557,0.38619570924089575,1.2035711204586515e-7
-0.039240506329113925,-0.5949367088607594,0.38770588198066747,1.2142557219793829e-7
-0.039240506329113925,-0.620253164556962,0.39508387951207813,1.274815749332299e-7
-0.039240506329113925,-0.6455696202531646,0.388328688415737,1.2391304058647001e-7
-0.039240506329113925,-0.6708860759493671,0.36960107192076486,1.1073160539213881e-7
-0.039240506329113925,-0.6962025316455697,0.36320037162137,1.0765452183924059e-7
-0.039240506329113925,-0.7215189873417721,0.3335815415784611,8.83063618933726e-8
-0.039240506329113925,-0.7468354430379747,0.32550579635848087,8.426299485148114e-8
-0.039240506329113925,-0.7721518987341772,0.29107938694384583,6.568496246040427e-8
-0.039240506329113925,-0.7974683544303798,0.2785317704298679,6.004741843340401e-8
-0.039240506329113925,-0.8227848101265823,0.24421466043774956,4.5918482438373196e-8
-0.039240506329113925,-0.8481012658227848,0.21896305974630784,3.738242630095657e-8
-0.039240506329113925,-0.8734177215189873,0.19370133085785574,2.9938478505172514e-8
-0.039240506329113925,-0.8987341772151899,0.14159311499735722,1.823535586322072e-8
-0.039240506329113925,-0.9240506329113924,0.1286026068517488,1.56693339684413e-8
-0.039240506329113925,-0.9493670886075949,0.04624430120401489,4.3900730356747e-9
-0.039240506329113925,-0.9746835443037974,0.0005372368755677257,4.464229809624865e-11
-0.039240506329113925,-1.0,0.0,0.0
-0.03670886075949367,1.0,0.0,0.0
-0.03670886075949367,0.9746835443037974,0.0,0.0
-0.03670886075949367,0.9493670886075949,0.0,0.0
-0.03670886075949367,0.9240506329113924,0.0,0.0
-0.03670886075949367,0.8987341772151899,0.0,0.0
-0.03670886075949367,0.8734177215189873,0.0,0.0
-0.03670886075949367,0.8481012658227848,0.0,0.0
-0.03670886075949367,0.8227848101265823,0.0,0.0
-0.03670886075949367,0.7974683544303798,0.0,0.0
-0.03670886075949367,0.7721518987341772,0.0,0.0
-0.03670886075949367,0.7468354430379747,0.0,0.0
-0.03670886075949367,0.7215189873417721,0.0,0.0
-0.03670886075949367,0.6962025316455697,0.0,0.0
-0.03670886075949367,0.6708860759493671,0.0,0.0
-0.03670886075949367,0.6455696202531646,0.0,0.0
-0.03670886075949367,0.620253164556962,0.0,0.0
-0.03670886075949367,0.5949367088607594,0.0,0.0
-0.03670886075949367,0.569620253164557,0.0,0.0
-0.03670886075949367,0.5443037974683544,0.0,0.0
-0.03670886075949367,0.5189873417721519,0.0,0.0
