Γ,Jₚ,Jₕ
0.0,1.0339162703968918e-15,7.587314493490893e-16
0.02631578947368421,0.002342774060957326,0.0002658024884241495
0.05263157894736842,0.004384984668216048,0.00045247175158941134
0.07894736842105263,0.006166285480899901,0.0005796650391672013
0.10526315789473684,0.007721445717653031,0.0006622108194663563
0.13157894736842105,0.00908069775326079,0.000711327219192302
0.15789473684210525,0.010270209409056562,0.0007355268711319718
0.18421052631578946,0.011312571083010684,0.0007412881838509615
0.21052631578947367,0.01222726099568904,0.0007335544959625647
0.23684210526315788,0.01303106825008806,0.0007161055236590039
0.2631578947368421,0.013738466458442171,0.0006918340382945211
0.2894736842105263,0.01436193834980267,0.000662952523685668
0.3157894736842105,0.014912255640226942,0.0006311484332701069
0.34210526315789475,0.01539871975738346,0.000597701877751622
0.3684210526315789,0.015829368869692044,0.0005635758035748425
0.39473684210526316,0.01621115595068825,0.0005294858400894149
0.42105263157894735,0.016550101835440336,0.0004959548888896536
0.4473684210526316,0.01685142660501087,0.0004633560587081112
0.47368421052631576,0.01711966218211488,0.0004319465516796154
0.5,0.01735874868037086,0.00040189443464036225
