Γ,Jₚ,Jₕ
0.0,3.911233031892136e-15,2.1206043458830822e-15
0.02631578947368421,0.002357311428867473,0.00026722033687253554
0.05263157894736842,0.0044108455914519794,0.0004543845651004486
0.07894736842105263,0.006200853022476952,0.0005815237450882289
0.10526315789473684,0.0077626208971989545,0.0006637168440115974
0.13157894736842105,0.009126832298248256,0.0007123489353801732
0.15789473684210525,0.01032003221446225,0.0007360404409914237
0.18421052631578946,0.011365118424998526,0.0007413354959881922
0.21052631578947367,0.01228181329657303,0.00073321306861989
0.23684210526315788,0.013087094949734543,0.0007154671626175932
0.2631578947368421,0.01379557975851865,0.0006909902330963878
0.2894736842105263,0.014419855883371977,0.0006619851867506497
0.3157894736842105,0.01497077144737656,0.0006301248394385998
0.34210526315789475,0.015457682441939959,0.000596672755779112
0.3684210526315789,0.01588866556900875,0.0005625756129482709
0.39473684210526316,0.01627070076149914,0.0005285343954010966
0.42105263157894735,0.01660982751893054,0.0004950596657621736
0.4473684210526316,0.016911278644371426,0.00046251470018018165
0.47368421052631576,0.017179594510355004,0.00043114926344411047
0.5,0.01741872060088047,0.0004011260975227738
