T,Jₚ,Jₕ
0.0001,2.7994100093575724e-16,6.390558655172685e-16
0.00011233240329780277,2.7994100093575724e-16,6.390558655172685e-16
0.0001261856883066021,2.7994100093575724e-16,6.390558655172685e-16
0.00014174741629268049,2.7994100093575724e-16,6.390558655172685e-16
0.00015922827933410923,2.7994100093575724e-16,6.390558655172685e-16
0.0001788649529057435,2.7994100093575724e-16,6.390558655172685e-16
0.00020092330025650479,2.7994100093575724e-16,6.390558655172685e-16
0.0002257019719633919,1.4682265819798701e-15,1.3940400483275495e-15
0.00025353644939701115,1.8327353523694967e-15,1.6267098345429387e-15
0.0002848035868435802,-7.929854689558979e-16,-1.24366120700381e-15
0.00031992671377973844,1.724943972380988e-14,1.7352113669544256e-15
0.00035938136638046257,3.4353054255420457e-13,2.156247728112015e-14
0.0004037017258596554,5.2472332034980695e-12,3.191098101908152e-13
0.00045348785081285824,5.949031219899814e-11,3.624164092745283e-12
0.000509413801481638,5.166186207126999e-10,3.146148627535504e-11
0.0005722367659350221,3.5387293880785597e-9,2.1551150168369788e-10
0.0006428073117284319,1.962360705745972e-8,1.1950899968260226e-9
0.0007220809018385464,9.016475470240148e-8,5.491090326116858e-9
0.0008111308307896872,3.5041669551065177e-7,2.1340597209729487e-8
0.0009111627561154896,1.173267812147388e-6,7.145274867273324e-8
0.0010235310218990258,3.4400243535605713e-6,2.0949964641523594e-7
0.0011497569953977356,8.96120230185044e-6,5.45742856024404e-7
0.001291549665014884,2.1007545334898303e-5,1.2793727231060403e-6
0.0014508287784959402,4.4822223025251396e-5,2.7297015737138446e-6
0.0016297508346206436,8.790783161811782e-5,5.35364223589149e-6
0.0018307382802953678,0.00015986353465645008,9.73578980482869e-6
0.0020565123083486517,0.00027162007930500243,1.654183366373046e-5
0.0023101297000831605,0.00043408141718459135,2.643583131876727e-5
0.0025950242113997346,0.0006563884784909892,3.997447117039008e-5
0.002915053062825176,0.000944196557097538,5.7502164175529555e-5
0.0032745491628777285,0.0012984182474071672,7.907448789868358e-5
0.0036783797718286343,0.001714781066319255,0.000104431245438988
0.0041320124001153384,0.0021843102557851614,0.00013302586838421555
0.004641588833612777,0.0026945725094974374,0.00016410116056236393
0.005214008287999685,0.003231323116227259,0.00019678961009937456
0.005857020818056668,0.0037801544230039444,0.00023021378187181789
0.006579332246575682,0.004327834227650046,0.0002635678265355733
0.007390722033525776,0.004863179548091882,0.0002961706944854508
0.008302175681319744,0.005377459326333713,0.00032749066785920283
0.0093260334688322,0.00586441426203771,0.00035714661195004036
0.010476157527896646,0.0063200146781896985,0.0003848934360483323
0.011768119524349984,0.00674206341268337,0.0004105986854111226
0.013219411484660288,0.007129715362789722,0.0004342156178338617
0.01484968262254465,0.007482954886821574,0.00045575710605972924
0.016681005372000592,0.007802066602915465,0.0004752749601296416
0.01873817422860384,0.008087157101403657,0.0004928500008033737
0.02104904144512021,0.008337815217381528,0.0005085973945822715
0.023644894126454073,0.008553004519694778,0.0005226875774906031
0.026560877829466867,0.008731240152203624,0.0005353758028458012
0.029836472402833387,0.008871016078437908,0.000547025801933906
0.033516026509388425,0.00897134853656872,0.0005581093938979231
0.037649358067924674,0.009032232021813573,0.0005691673652294981
0.04229242874389499,0.009054806725459627,0.0005807281171512601
0.047508101621027955,0.009041129191667458,0.0005931965137437058
0.0533669923120631,0.008993597326799461,0.0006067399499717382
0.05994842503189409,0.008914238059117818,0.0006212046762335513
0.06734150657750822,0.008804137104095921,0.0006360885052835484
0.07564633275546291,0.008663231693500053,0.0006505784506014467
0.08497534359086442,0.008490531572555558,0.0006636422499156033
0.09545484566618342,0.008284669884164892,0.0006741507000198634
0.10722672220103231,0.008044594633941684,0.0006810071366416381
0.12045035402587821,0.007770214382370737,0.000683267306770394
0.1353047774579807,0.007462871168267659,0.000680239778485504
0.15199110829529336,0.007125576860062969,0.0006715592311187278
0.1707352647470691,0.006762990088088221,0.0006572237026015375
0.19179102616724888,0.006381137692714784,0.0006375871200781245
0.2154434690031884,0.005986917436821733,0.0006133042285100247
0.24201282647943823,0.00558746439174904,0.0005852361138881534
0.27185882427329405,0.005189506266614219,0.0005543362671872223
0.30538555088334157,0.0047988454442202,0.0005215432376454983
0.34304692863149183,0.004420069459884848,0.0004877023404965074
0.38535285937105296,0.004056515648861774,0.00045352679366109094
0.43287612810830584,0.0037104340080977042,0.0004195941242228655
0.4862601580065353,0.003383243899009674,0.00038636382964659884
0.5462277217684341,0.003075782816302032,0.0003542007209059836
0.6135907273413173,0.0027884863897331786,0.0003233935320159501
0.6892612104349697,0.002521488383901466,0.00029416561045990635
0.7742636826811271,0.002274662958515218,0.00026667972362494526
0.8697490026177833,0.0020476412219869455,0.000241040789937493
0.9770099572992252,0.0018398268812573541,0.00021729953664221424
1.0974987654930561,0.0016504227410903487,0.0001954583424619605
1.2328467394420661,0.0014784689750774699,0.0001754790591025381
1.384886371393873,0.0013228883565450178,0.00015729186717024088
1.5556761439304718,0.0011825323297566606,0.00014080411768365147
1.7475284000076838,0.001056223008302552,0.0001259083575735502
1.9630406500402708,0.0009427882151038078,0.00011248908603836031
2.2051307399030455,0.0008410885316206932,0.00010042809349934488
2.4770763559917106,0.0007500366208356541,8.960844345320824e-5
2.7825594022071245,0.0006686098123351737,7.991727167892641e-5
3.1257158496882362,0.0005958572230861977,7.124762048234013e-5
3.511191734215131,0.0005309026945224512,6.349952456545104e-5
3.944206059437655,0.00047294468639775514,5.658054075958723e-5
4.430621457583881,0.0004212540696505292,5.04058806857674e-5
4.977023564332112,0.0003751705566415345,4.489827157648724e-5
5.590810182512224,0.0003340983240470878,3.9987640233920914e-5
6.280291441834253,0.0002975012313725933,3.5610689980466404e-5
7.054802310718643,0.0002648979177856709,3.171042053593176e-5
7.924828983539173,0.00023585696827871366,2.8235625545915655e-5
8.902150854450387,0.0002099922723838616,2.5140391185832336e-5
10.0,0.00018695864979702867,2.2383610969578727e-5
