Γ,Jₚ,Jₕ
0.0,-2.7883387164277545e-16,-1.6653673308878903e-15
0.02631578947368421,0.0021710413396801077,0.0002483397167789633
0.05263157894736842,0.004103082207326357,0.0004317341044419517
0.07894736842105263,0.005796499922846312,0.0005609439528942395
0.10526315789473684,0.007287375596799616,0.0006490741627765282
0.13157894736842105,0.00860230562507341,0.0007057145390058207
0.15789473684210525,0.009763336419434589,0.0007381512252537896
0.18421052631578946,0.010789515332996727,0.0007520425050053657
0.21052631578947367,0.011697409553998188,0.000751817047033665
0.23684210526315788,0.012501458807903114,0.0007409611766186156
0.2631578947368421,0.01321427243288033,0.0007222349607142993
0.2894736842105263,0.013846880695862783,0.0006978337585629618
0.3157894736842105,0.014408944121565759,0.0006695074457040278
0.34210526315789475,0.01490892719978675,0.0006386479682270827
0.3684210526315789,0.015354244470938664,0.0006063545750513344
0.39473684210526316,0.01575138652004778,0.0005734842830355735
0.42105263157894735,0.016106031423482235,0.0005406929469257608
0.4473684210526316,0.01642314484581659,0.0005084702058584866
0.47368421052631576,0.01670707017497637,0.00047716996535296873
0.5,0.01696160912606714,0.00044703708275358096
