Γ,Jₚ,Jₕ
0.0,1.397136279531667e-15,1.8405736849987433e-15
0.02631578947368421,0.0022388467582393143,0.00025603763832876943
0.05263157894736842,0.004188307050606375,0.0004384815121854554
0.07894736842105263,0.005907578598851483,0.0005675547186449128
0.10526315789473684,0.007420792792816622,0.0006553119076584747
0.13157894736842105,0.008754235436771923,0.0007116056076873574
0.15789473684210525,0.009931153188630262,0.0007440578278744304
0.18421052631578946,0.01097168063884689,0.0007585363057433698
0.21052631578947367,0.011893218839189656,0.0007595631184657755
0.23684210526315788,0.012710801791297388,0.000750626614386964
0.2631578947368421,0.013437422422668937,0.000734418562165992
0.2894736842105263,0.014084317773182245,0.0007130150838793068
0.3157894736842105,0.014661216193389257,0.0006880152185643803
0.34210526315789475,0.015176550297712317,0.0006606474194743847
0.3684210526315789,0.01563763967275591,0.0006318516859775081
0.39473684210526316,0.016050847241669313,0.0006023431171210578
0.42105263157894735,0.016421712909245097,0.000572661263576984
0.4473684210526316,0.016755067762284023,0.0005432086141650423
0.47368421052631576,0.017055131730572548,0.0005142807795293651
0.5,0.01732559724686467,0.0004860903478033604
