Γ,Jₚ,Jₕ
0.0,1.909316299841628e-16,7.760119143642282e-16
0.02631578947368421,0.0022507285076846313,0.00025667470614763107
0.05263157894736842,0.00422874808517698,0.0004411033511930656
0.07894736842105263,0.005959556230064849,0.0005691513462129179
0.10526315789473684,0.007477804536053877,0.0006545651067552932
0.13157894736842105,0.00881101320005302,0.0007075375946453749
0.15789473684210525,0.00998296581849829,0.0007358897555599464
0.18421052631578946,0.011014284695442878,0.0007456572450216493
0.21052631578947367,0.011922854447288198,0.0007415187849847108
0.23684210526315788,0.012724198117215467,0.0007271176068528395
0.2631578947368421,0.013431803165083174,0.0007053013493346538
0.2894736842105263,0.014057398612392734,0.0006783000119965079
0.3157894736842105,0.014611189255179643,0.0006478579896559895
0.34210526315789475,0.015102054945465865,0.0006153332093263593
0.3684210526315789,0.015537722511893774,0.0005817733471602448
0.39473684210526316,0.015924915963103515,0.0005479761219938632
0.42105263157894735,0.016269488512011474,0.0005145381599870574
0.4473684210526316,0.01657653851169179,0.0004818951694242887
0.47368421052631576,0.016850510744511472,0.0004503551248681623
0.5,0.017095284380902763,0.0004201256214746964
