Γ,Jₚ,Jₕ
0.0,-5.985222485527937e-15,-3.7185173420279744e-15
0.02631578947368421,0.0022886686566636117,0.00026049908665311196
0.05263157894736842,0.004291029889679646,0.00044562523845865983
0.07894736842105263,0.006041584412350843,0.000573252353112316
0.10526315789473684,0.007574080382935149,0.0006574134699622596
0.13157894736842105,0.008917059685875271,0.0007087024438573523
0.15789473684210525,0.010095264594659646,0.0007352207107657729
0.18421052631578946,0.011130114414068916,0.0007431873095288884
0.21052631578947367,0.012040144933411495,0.0007373948933214011
0.23684210526315788,0.012841402759021386,0.0007215504504441628
0.2631578947368421,0.013547788825817569,0.0006985289274698891
0.2894736842105263,0.014171352750323257,0.0006705616935677098
0.3157894736842105,0.014722543945566345,0.0006393771949902707
0.34210526315789475,0.015210426786825776,0.0006063072498045927
0.3684210526315789,0.015642866413133494,0.0005723689104715594
0.39473684210526316,0.01602669016578006,0.0005383288096507511
0.42105263157894735,0.01636782817158209,0.0005047545976385335
0.4473684210526316,0.016671435596400417,0.000472056502489289
0.47368421052631576,0.01694199859999427,0.0004405210587357872
0.5,0.017183425818451222,0.00041033846695473085
