ϵ,Jₚ,Jₕ
-1.0,0.0003786328060742289,-6.395628498898553e-5
-0.9797979797979799,0.00039778789343696696,-6.862704167132474e-5
-0.9595959595959596,0.0004185509061844194,-7.382944102802e-5
-0.9393939393939394,0.00044105343329312497,-7.957724957490608e-5
-0.9191919191919191,0.00046541475460370985,-8.585719074665442e-5
-0.898989898989899,0.0004917615656772816,-9.264822566791812e-5
-0.8787878787878789,0.0005202703956101544,-9.996247537025824e-5
-0.8585858585858586,0.0005511999309554437,-0.00010787396182134119
-0.8383838383838385,0.0005848768415035617,-0.00011649975729308238
-0.8181818181818181,0.0006216537936755537,-0.00012595369967896097
-0.797979797979798,0.0006618961576055455,-0.0001363282657306524
-0.7777777777777777,0.0007060106495702257,-0.00014771676323390156
-0.7575757575757576,0.0007544707715579383,-0.00016023281847401836
-0.7373737373737375,0.0008078111621173259,-0.00017400052046190708
-0.7171717171717171,0.0008666221532219045,-0.0001891425647894046
-0.696969696969697,0.0009315693509891824,-0.00020578920143015918
-0.6767676767676767,0.0010034106879970002,-0.00022408548362224827
-0.6565656565656566,0.0010829956843272188,-0.00024418292222767857
-0.6363636363636362,0.0011712716754328745,-0.00026623520159855954
-0.6161616161616161,0.0012692973064853375,-0.0002903998294774009
-0.595959595959596,0.0013782448928523884,-0.0003168318698346284
-0.5757575757575757,0.0014993968906963095,-0.00034567383490310456
-0.5555555555555556,0.0016341358263392322,-0.00037704318142384673
-0.5353535353535355,0.001783917151249322,-0.0004110116611833545
-0.5151515151515151,0.0019502218282916723,-0.00044757615220088355
-0.49494949494949486,0.002134487711762534,-0.0004866219898791379
-0.4747474747474747,0.0023380299257815076,-0.000527885255965844
-0.4545454545454546,0.0025619778968326936,-0.0005709289066484604
-0.4343434343434343,0.0028072619654764225,-0.0006151492241845512
-0.41414141414141414,0.0030746533754138555,-0.0006598137388783813
-0.393939393939394,0.003364808049947692,-0.000704105735834306
-0.3737373737373737,0.0036782463169495482,-0.0007471433207959319
-0.3535353535353534,0.004015246265595401,-0.0007879651956036584
-0.3333333333333334,0.00437568292914811,-0.0008255020854996686
-0.31313131313131315,0.004758856330393274,-0.00085855653503488
-0.2929292929292929,0.00516333225754404,-0.0008858025101269859
-0.2727272727272727,0.005586803335591245,-0.0009058065921686593
-0.25252525252525254,0.006025974214692276,-0.0009170690842349102
-0.23232323232323232,0.00647647784311608,-0.0009180830478313997
-0.21212121212121215,0.006932833879221983,-0.0009074092581865945
-0.191919191919192,0.007388462687794457,-0.0008837642681607469
-0.1717171717171717,0.007835768269467974,-0.0008461172117524719
-0.15151515151515144,0.008266300670153798,-0.000793789016321549
-0.13131313131313127,0.00867100290946179,-0.0007265457823664168
-0.11111111111111116,0.009040539537033222,-0.0006446767131921681
-0.09090909090909088,0.009365694284512234,-0.0005490465918861386
-0.07070707070707072,0.009637814122867315,-0.0004411137678128528
-0.05050505050505055,0.009849267947802588,-0.0003229070892036427
-0.030303030303030276,0.009993881837291777,-0.0001969590833684269
-0.01010101010101,0.010067310879535336,-6.619750960433044e-5
0.010101010101010166,0.010067310879534675,6.619750960804256e-5
0.030303030303030276,0.009993881837294749,0.00019695908336869115
0.05050505050505061,0.009849267947798264,0.00032290708920612777
0.07070707070707072,0.009637814122875371,0.00044111376781400864
0.09090909090909083,0.009365694284511615,0.0005490465918815516
0.11111111111111116,0.009040539537038641,0.0006446767131921947
0.13131313131313127,0.00867100290946031,0.0007265457823694499
0.1515151515151516,0.008266300670147901,0.0007937890163232317
0.1717171717171717,0.007835768269466881,0.0008461172117543412
0.19191919191919182,0.007388462687792062,0.0008837642681571771
0.21212121212121215,0.0069328338792227166,0.0009074092581841344
0.23232323232323226,0.006476477843114322,0.0009180830478268682
0.2525252525252526,0.0060259742146914035,0.0009170690842307635
0.2727272727272727,0.005586803335594826,0.0009058065921668982
0.29292929292929304,0.005163332257542828,0.0008858025101262388
0.31313131313131315,0.004758856330394692,0.000858556535034535
0.33333333333333326,0.004375682929148563,0.000825502085501214
0.3535353535353536,0.0040152462655932515,0.0007879651956050139
0.3737373737373737,0.0036782463169556267,0.0007471433208010177
0.39393939393939403,0.003364808049952637,0.0007041057358366486
0.41414141414141414,0.0030746533754124504,0.0006598137388787458
0.43434343434343425,0.0028072619654832542,0.0006151492241826254
0.4545454545454546,0.0025619778968274027,0.0005709289066471582
0.4747474747474747,0.0023380299257823784,0.0005278852559640985
0.49494949494949503,0.00213448771176489,0.00048662198988393536
0.5151515151515151,0.0019502218282918995,0.0004475761521987576
