Γ,Jₚ,Jₕ
0.0,3.9666068198203296e-15,1.894846282242034e-15
0.02631578947368421,0.0023676618924175856,0.00026823237660215303
0.05263157894736842,0.004429324013861434,0.0004557644693087279
0.07894736842105263,0.006225640835670983,0.0005828898885724222
0.10526315789473684,0.007792263293873345,0.0006648642164528701
0.13157894736842105,0.009160188611876162,0.0007131893628871156
0.15789473684210525,0.01035622433581103,0.0007365605393091488
0.18421052631578946,0.011403481504515312,0.0007415667808362458
0.21052631578947367,0.012321851002547752,0.0007332106289941658
0.23684210526315788,0.013128440550672946,0.0007152946466234501
0.2631578947368421,0.013837963623934432,0.0006907097067152899
0.2894736842105263,0.014463079410475053,0.0006616508362582036
0.3157894736842105,0.015014686914829385,0.0006297796588504728
0.34210526315789475,0.015502177940908943,0.0005963474363924089
0.3684210526315789,0.01593365401035763,0.0005622889261625712
0.39473684210526316,0.016316111984295383,0.0005282944666440512
0.42105263157894735,0.01665560266443156,0.0004948656701218757
0.4473684210526316,0.016957366142432522,0.00046235864904953
0.47368421052631576,0.017225947205383715,0.0004310176795950891
0.5,0.017465293697868887,0.0004010014836738978
