T,Jₚ,Jₕ
0.0001,0.010326096218150612,0.00014031858734303215
0.00011233240329780277,0.010326096218150612,0.00014031858734303215
0.0001261856883066021,0.01032609621816247,0.00014031858735162863
0.00014174741629268049,0.0103260962181645,0.0001403185873495956
0.00015922827933410923,0.010326096218162524,0.0001403185873484715
0.0001788649529057435,0.01032609621814103,0.0001403185873411379
0.00020092330025650479,0.010326096217960363,0.0001403185873407864
0.0002257019719633919,0.010326096215705929,0.00014031858728296229
0.00025353644939701115,0.010326096195151008,0.0001403185867496713
0.0002848035868435802,0.01032609604993283,0.0001403185830133646
0.00031992671377973844,0.010326095232040164,0.00014031856201026863
0.00035938136638046257,0.01032609147549545,0.00014031846585208885
0.0004037017258596554,0.010326077112250108,0.000140318099853365
0.00045348785081285824,0.010326030549068888,0.0001403169208020504
0.000509413801481638,0.01032590045948571,0.00014031365421738226
0.0005722367659350221,0.010325582662499286,0.00014030576124556725
0.0006428073117284319,0.010324895058327793,0.00014028892277180658
0.0007220809018385464,0.010323562483067249,0.00014025687165066542
0.0008111308307896872,0.010321226807489819,0.0001402019652064747
0.0009111627561154896,0.01031749410830994,0.00014011674894000626
0.0010235310218990258,0.010312019350571706,0.0001399964136184849
0.0011497569953977356,0.010304612839068479,0.00013984160271431455
0.001291549665014884,0.010295337884457079,0.00013966067592115596
0.0014508287784959402,0.010284562963329342,0.00013947047790972828
0.0016297508346206436,0.01027293986339728,0.00013929502716947094
0.0018307382802953678,0.010261302349909317,0.0001391622794800113
0.0020565123083486517,0.010250509982119255,0.00013909995182936528
0.0023101297000831605,0.010241284701910823,0.00013913189299384656
0.0025950242113997346,0.010234091247923894,0.0001392763539020221
0.002915053062825176,0.010229094291433307,0.00013954678624635662
0.0032745491628777285,0.010226195403021708,0.00013995486240016988
0.0036783797718286343,0.010225126295331113,0.00014051472664813603
0.0041320124001153384,0.010225561616133076,0.00014124732548454228
0.004641588833612777,0.010227216896217379,0.00014218400180763388
0.005214008287999685,0.010229910604139733,0.00014336913601343347
0.005857020818056668,0.010233586392943939,0.00014486217162136092
0.006579332246575682,0.01023830545804798,0.00014673964278672023
0.007390722033525776,0.010244224793646207,0.0001490977624197814
0.008302175681319744,0.010251574580670273,0.00015205584452523515
0.0093260334688322,0.010260640582163302,0.00015576050833862484
0.010476157527896646,0.010271750168905294,0.00016039035864907222
0.011768119524349984,0.010285256327385786,0.00016616063657430157
0.013219411484660288,0.010301512582981572,0.00017332709074823404
0.01484968262254465,0.010320831660342398,0.00018218795716922257
0.016681005372000592,0.010343420918173881,0.0001930824620904915
0.01873817422860384,0.010369288381181424,0.00020638376540138277
0.02104904144512021,0.010398115576695134,0.00022248391766974154
0.023644894126454073,0.010429098495380016,0.00024176847077434042
0.026560877829466867,0.010460766461046269,0.00026457916788984577
0.029836472402833387,0.01049080003963474,0.00029116489240898406
0.033516026509388425,0.010515881260681769,0.0003216237998272942
0.037649358067924674,0.010531618613737194,0.0003558429224155508
0.04229242874389499,0.01053259087916274,0.00039344470881793014
0.047508101621027955,0.010512544003647975,0.00043375183237625496
0.0533669923120631,0.010464752906362127,0.00047578114379916874
0.05994842503189409,0.010382528479005145,0.0005182743452205182
0.06734150657750822,0.010259816311801565,0.0005597671425132332
0.07564633275546291,0.010091807056610232,0.0005986914577301118
0.08497534359086442,0.009875467012695396,0.0006334984756452987
0.09545484566618342,0.009609905741031809,0.0006627856413754546
0.10722672220103231,0.009296523979080536,0.0006854095067044567
0.12045035402587821,0.008938923344788656,0.0007005689096510666
0.1353047774579807,0.008542599794900737,0.0007078486818878483
0.15199110829529336,0.008114476215587014,0.0007072214221731446
0.1707352647470691,0.007662349439924089,0.0006990120594919313
0.19179102616724888,0.0071943310482134,0.0006838353880030952
0.2154434690031884,0.006718350763146053,0.0006625194700144213
0.24201282647943823,0.006241769789082582,0.0006360274468819284
0.27185882427329405,0.0057711243146027665,0.0006053872891310083
0.30538555088334157,0.005311992885891829,0.0005716345004987423
0.34304692863149183,0.0048689617509377996,0.0005357683657995484
0.38535285937105296,0.004445653898338826,0.0004987194619177628
0.43287612810830584,0.004044790735963244,0.0004613254772346827
0.4862601580065353,0.0036682661893628447,0.00042431343794973025
0.5462277217684341,0.003317225140140841,0.0003882880130430988
0.6135907273413173,0.0029921462773870814,0.00035372650963661314
0.6892612104349697,0.002692931722070256,0.0003209810244714524
0.7742636826811271,0.0024190037216693236,0.0002902872950747803
0.8697490026177833,0.0021694053046473825,0.00026177875681744915
0.9770099572992252,0.0019428994583812144,0.0002355036860084787
1.0974987654930561,0.0017380610572304354,0.00021144326283112648
1.2328467394420661,0.0015533570556302487,0.00018952879115595662
1.384886371393873,0.0013872124884690181,0.00016965691842687054
1.5556761439304718,0.0012380617943768902,0.00015170229338753947
1.7475284000076838,0.0011043864529293888,0.00013552756239870528
1.9630406500402708,0.0009847407904179065,0.00012099090312597401
2.2051307399030455,0.0008777681471354527,0.00010795144699593431
2.4770763559917106,0.0007822095727393549,9.627298988232558e-5
2.7825594022071245,0.000696906982363678,8.582637437116699e-5
3.1257158496882362,0.0006208023839295133,7.649087834798825e-5
3.511191734215131,0.0005529344531751675,6.815488488482667e-5
3.944206059437655,0.0004924334291561395,6.071604952292661e-5
4.430621457583881,0.00043851504699574535,5.4081129113787146e-5
4.977023564332112,0.00039047401975792737,4.816559357405361e-5
5.590810182512224,0.0003476774235321214,4.2893108018508564e-5
6.280291441834253,0.00030955822161497315,3.819494692790708e-5
7.054802310718643,0.0002756090774934064,3.4009382651760185e-5
7.924828983539173,0.0002453765447295699,3.0281076504070084e-5
8.902150854450387,0.00021845567885907556,2.696049055846015e-5
10.0,0.00019448508711308467,2.4003331118194604e-5
