ϵ,Jₚ,Jₕ
-1.0,0.000433479392821778,-0.00013387385171005693
-0.9797979797979799,0.0004535699752387203,-0.0001388403078995612
-0.9595959595959596,0.0004750175895004476,-0.00014406099836558183
-0.9393939393939394,0.0004979600104418648,-0.00014956856888219297
-0.9191919191919191,0.0005225683090757735,-0.00015541529052680867
-0.898989898989899,0.000549052621213491,-0.00016167550847533694
-0.8787878787878789,0.000577665836861373,-0.00016844549379647987
-0.8585858585858586,0.0006087054523531722,-0.0001758411470902751
-0.8383838383838385,0.0006425145706119039,-0.0001839946762884723
-0.8181818181818181,0.0006794831074169232,-0.0001930513399759174
-0.797979797979798,0.0007200495862168696,-0.00020316664545244568
-0.7777777777777777,0.0007647027344681208,-0.00021450335668431338
-0.7575757575757576,0.0008139807459525628,-0.00022722664289872273
-0.7373737373737375,0.0008684648155273114,-0.00024149491587509113
-0.7171717171717171,0.0009287628730304344,-0.0002574436888987847
-0.696969696969697,0.0009954806372999563,-0.00027516097915044127
-0.6767676767676767,0.0010691828316239235,-0.00029465702295063405
-0.6565656565656566,0.0011503609175195454,-0.00031584019729666876
-0.6363636363636362,0.0012394442192764266,-0.00033852378721669577
-0.6161616161616161,0.0013369042018336018,-0.00036249423639529005
-0.595959595959596,0.001443474559885171,-0.00038765027788425013
-0.5757575757575757,0.0015604218474797203,-0.00041416420470865624
-0.5555555555555556,0.001689702581795361,-0.0004425590867639914
-0.5353535353535355,0.0018338453224455461,-0.00047361021936967755
-0.5151515151515151,0.001995536211544141,-0.0005080773960589667
-0.49494949494949486,0.0021770500579687342,-0.0005463730213452127
-0.4747474747474747,0.002379747587722276,-0.000588301530325764
-0.4545454545454546,0.0026038636415180684,-0.0006329858482140717
-0.4343434343434343,0.002848733587757721,-0.0006790388915820494
-0.41414141414141414,0.0031133656168597797,-0.0007249090634161527
-0.393939393939394,0.003396983428294486,-0.0007691926823085384
-0.3737373737373737,0.003699192858032212,-0.0008107396629204282
-0.3535353535353534,0.004019778031302816,-0.0008485707244398088
-0.3333333333333334,0.004358367724976848,-0.0008817413694271418
-0.31313131313131315,0.004714155388263614,-0.0009092492313437647
-0.2929292929292929,0.005085708223059827,-0.0009300014223071751
-0.2727272727272727,0.005470837829260939,-0.000942823248134318
-0.25252525252525254,0.005866524166755654,-0.0009464969333424318
-0.23232323232323232,0.006268873736395974,-0.0009398188856292163
-0.21212121212121215,0.00667310344842775,-0.0009216646318527587
-0.191919191919192,0.007073588740092654,-0.00089106666212269
-0.1717171717171717,0.007463959357913551,-0.0008472978828589601
-0.15151515151515144,0.007837228546833249,-0.0007899462579917258
-0.13131313131313127,0.008186016648970935,-0.0007189874720008242
-0.11111111111111116,0.00850282551409258,-0.0006348465645118271
-0.09090909090909088,0.008780313704421665,-0.0005384278340704453
-0.07070707070707072,0.009011650667899652,-0.0004311209325824361
-0.05050505050505055,0.009190880050374179,-0.00031478207050712807
-0.030303030303030276,0.009313192225145164,-0.0001916725534202255
-0.01010101010101,0.009375206805381061,-6.436522302220881e-5
0.010101010101010166,0.009375206805381897,6.43652230234892e-5
0.030303030303030276,0.009313192225146281,0.00019167255341915853
0.05050505050505061,0.009190880050372052,0.0003147820705084188
0.07070707070707072,0.00901165066789829,0.0004311209325824553
0.09090909090909083,0.008780313704421262,0.0005384278340703304
0.11111111111111116,0.008502825514092817,0.000634846564512475
0.13131313131313127,0.008186016648972467,0.0007189874720004333
0.1515151515151516,0.00783722854683356,0.0007899462579925024
